Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
0001.jpg,FreshMeat,10.573661955514366,23.76055741036435,14.914359360519002,23.7894962984468,0.44284644533113926,0.35247917868326933,0.4335367999590356,0.3361442178297624,2.024553985171455,2.953043983161562,2.247700417052827,3.0738162287705038,7.297386240552846,7.633950562928086,7.363766698986638,7.684553542500446,0.0012546796515390713,0.0009217282170601864,0.0012473590962373772,0.0008478766368494157,0.03542145750161999,0.030359977224302826,0.03531797129277639,0.029118321326089793,0.9964416159718724,0.9919652204124102,0.9949757353197208,0.9919553471052405
0002.jpg,FreshMeat,67.55175509731234,98.54650602409639,64.70655120481928,114.66730149513718,0.2672471344506547,0.21351469793280764,0.2530860256822934,0.19902673851424874,4.97873609823911,6.272306575700392,5.01883109360519,6.6615996516185225,8.16079245969229,8.391775251578547,8.181981459648144,8.443763686850298,0.0004956089183049301,0.00038021395657886843,0.00048589180096732546,0.00036682130410808255,0.022262275676689706,0.019499075787812827,0.022042953544553087,0.019152579567987247,0.9768653417726499,0.9661626602538811,0.9778097813105519,0.9606273873930778
0003.jpg,FreshMeat,54.79248725671919,100.27655682972858,65.42082367933273,95.56589925968937,0.28530600222906494,0.20972464655893194,0.2525343784165212,0.2087485560777591,4.470047497683041,6.315831034983307,5.0510368396663585,6.162874147191175,8.082504692251534,8.428509795747798,8.217857654921714,8.40311470124495,0.0005224410789679716,0.00036332422295344167,0.0004621204293451699,0.00037102644233874186,0.02285697003034242,0.01906106563005966,0.021496986517769646,0.019262046680940784,0.9802169629048636,0.9637293484214104,0.9763670733016785,0.9654335574464635
0004.jpg,FreshMeat,33.92958178869324,74.8899869356946,48.781128359592216,64.48591087240528,0.4402727263182526,0.34227975643995473,0.40467504191441833,0.3465424421189811,3.030207367933272,4.47902453186239,3.525625579240037,4.327176658440993,7.893053725579783,8.258129300757737,8.026227193320029,8.252848430882484,0.000878169265695419,0.0005834224940237561,0.0007629346038266562,0.0005895127558347461,0.029633920862677268,0.024154140308107763,0.027621270858283406,0.024279883768971097,0.9959088331747373,0.9909614933411834,0.9941078881766828,0.9922171095359634
0005.jpg,FreshMeat,141.94125347544025,207.1628276963275,146.9658827618165,250.13012048192778,0.21175049360518086,0.17697012720438693,0.2214331947137256,0.16447626517411146,7.238994439295644,8.903562200609667,7.3144230769230765,9.75385687327624,8.708957717151671,8.897701325118085,8.698518326482052,8.985134817010962,0.0003119820592879825,0.00025270775171334025,0.00032463595783647884,0.00022989214473053112,0.01766301387895006,0.01589678431989754,0.01801765683535123,0.01516219458820296,0.9735783672174384,0.9613812978233296,0.9726657416893052,0.9533715411244693
0006.jpg,FreshMeat,77.21061167747915,138.78835825228626,86.85751274328082,141.44677601974163,0.269293433170174,0.20212299581047768,0.24895491970119352,0.1970291336719982,5.150393883225209,6.986447960516767,5.502901992585729,7.176513282043838,8.519877277201353,8.809027425342553,8.589582064991603,8.849754114918436,0.0003321650214334919,0.00024347254931332283,0.0003079048321503023,0.00023089300609686558,0.018225394959602164,0.015603606932799956,0.01754721721955656,0.015195163904902954,0.986768560869516,0.9761514012634934,0.9850799504922527,0.9756943067389798
0007.jpg,FreshMeat,35.1079703429101,61.86913630425317,43.45848586654309,75.04101030628539,0.33530333564767695,0.27881295790560007,0.3322381576780184,0.24940912863842787,3.4939411492122328,4.622453186238932,3.821970574606117,5.163129626941501,7.936066364195324,8.180527177999066,7.977903623994173,8.297112036068915,0.0006071718109963916,0.00046331365157229224,0.0005750013246290931,0.0004098478073002203,0.02464085653942232,0.021524721869801065,0.02397918523697361,0.020244698251646535,0.99096890871747,0.9840712252112183,0.9888392540888512,0.980680531134965
0008.jpg,FreshMeat,91.3616079703429,152.47809551458846,109.84010078776643,180.88628828567286,0.25125828131176553,0.19576290346733122,0.2270592640962037,0.1817618339061252,5.7350671918443,7.555291043692843,6.3245424003707145,8.264589925968936,8.374260868832367,8.643049593800091,8.478294988105016,8.727487447529194,0.0004990034313396023,0.0003747410111706228,0.0004369109560971482,0.00035572894371884757,0.02233838470748506,0.019358228513234956,0.020902415078099187,0.018860777919238843,0.9752615125941652,0.9585248116941002,0.9701765800204811,0.9507981805184087
0009.jpg,FreshMeat,32.742898517145505,88.84722310930471,61.138832252085265,74.33521265786035,0.33339776071341204,0.22897172815556432,0.2785971788176073,0.2512306130695727,3.475671918443003,5.758902598345188,4.572625115848007,5.10619248076644,7.945302269067806,8.41928524872067,8.183173607749161,8.291774748734763,0.0006016114555802881,0.00036551978313771377,0.0004581347653481968,0.0004105332929919709,0.02452776907059197,0.019118571681423113,0.021404082913037803,0.02026162118370519,0.9905703029519961,0.9743280553598584,0.9823667979216506,0.9785211865834129
0010.jpg,FreshMeat,47.67580514365152,60.6837102627377,23.5882124652456,63.35754971694005,0.346507914090234,0.30034691209615344,0.4164394882402164,0.3070843510401539,3.787413113994439,4.42752213673973,2.7332541705282667,4.457157787777618,8.032802532032264,8.19474139498469,7.747731740642913,8.193535635186562,0.0010234294743850284,0.0009075510614882478,0.0012244714146115365,0.0009268892424576085,0.03199108429523808,0.03012558815173984,0.034992447965404426,0.030444855763455483,0.9919814498396078,0.9898085114646077,0.9960427870688717,0.9893593609260581
0011.jpg,FreshMeat,129.75821941612605,227.81876614893315,146.4664967562558,191.38400929017274,0.26085593674597596,0.19118755917382754,0.23004210008912207,0.19314813260932073,6.448117469879518,8.872701408041806,7.074559777571825,8.356876179416462,8.559135568215163,8.885028711835387,8.679731197799974,8.84610893552848,0.0003513524483171869,0.00023953302519910056,0.00029830333466717796,0.0002448636478311148,0.018744397784863264,0.015476854499513155,0.017271460119722883,0.015648119626048198,0.9719957376832262,0.9508127433933753,0.9684110811248082,0.9586797093203034
0012.jpg,FreshMeat,22.138131371640412,48.705884743794456,28.651952038924932,38.82516475540717,0.35907669131568154,0.2766518430974916,0.3570611990578811,0.28686364799128855,2.9468663113994444,4.358002612861084,3.2152629749768304,3.9617361010306285,7.834116345305013,8.183279663493963,7.879933873163246,8.108087349748708,0.0006643908053616048,0.00046672621224842743,0.0006514927328459055,0.0005021446586785065,0.02577577943266905,0.021603847163142665,0.025524355679348805,0.022408584486274596,0.9963853238817294,0.9920302963118491,0.9953108582601251,0.9936471414299385
